speaker_id,wav_number,file_size,speech_duration,gender,channel
S0084,338,97744,3053,M,1
S0084,344,171340,5353,M,1
S0084,304,119822,3743,M,1
S0084,274,104778,3272,M,1
S0084,336,150928,4715,M,1
S0084,323,162826,5086,M,1
S0084,299,85544,2671,M,1
S0084,313,88076,2751,M,1
S0084,284,94028,2937,M,1
S0084,337,106508,3327,M,1
S0084,327,133676,4176,M,1
S0084,342,113548,3547,M,1
S0084,346,83278,2601,M,1
S0084,325,75916,2371,M,1
S0084,332,88938,2777,M,1
S0084,324,131114,4095,M,1
S0084,335,108170,3378,M,1
S0084,331,200176,6254,M,1
S0665,183,133262,4163,F,1
S0665,219,155146,4846,F,1
S0665,248,115180,3598,F,1
S0665,267,163052,5094,F,1
S0665,73,143084,4470,F,1
S0665,11,237864,7431,F,1
S0665,188,117708,3677,F,1
S0665,326,153228,4787,F,1
S0665,151,144840,4524,F,1
S0665,208,168142,5253,F,1
S0665,330,120848,3775,F,1
S0665,220,116778,3647,F,1
S0665,148,96780,3023,F,1
S0665,14,192586,6016,F,1
S0665,97,151340,4728,F,1
S0665,192,170060,5313,F,1
S0665,87,146602,4579,F,1
S0665,13,154826,4836,F,1
S0665,265,111920,3496,F,1
S0665,288,156110,4877,F,1
S0665,20,161004,5030,F,1
S0665,345,145896,4557,F,1
S0665,8,123434,3855,F,1
S0665,24,92364,2885,F,1
S0665,287,202154,6315,F,1
S0665,153,205254,6412,F,1
S0665,358,151980,4748,F,1
S0665,30,110732,3459,F,1
S0665,138,183688,5738,F,1
S0665,99,107244,3350,F,1
S0665,256,107884,3370,F,1
S0665,115,183052,5719,F,1
S0665,249,192266,6006,F,1
S0665,144,94254,2944,F,1
S0665,43,115180,3598,F,1
S0665,226,105036,3281,F,1
S0665,150,160232,5005,F,1
S0665,197,90762,2834,F,1
S0665,309,201134,6284,F,1
S0665,123,127208,3973,F,1
S0665,354,95852,2994,F,1
S0665,255,136428,4262,F,1
S0665,141,100904,3151,F,1
S0665,357,133872,4182,F,1
S0665,95,194158,6066,F,1
S0665,285,245834,7680,F,1
S0665,254,118794,3710,F,1
S0665,102,116460,3638,F,1
S0665,64,189098,5907,F,1
S0665,53,177996,5561,F,1
S0665,169,102798,3211,F,1
S0665,334,125966,3935,F,1
S0665,44,90638,2831,F,1
S0665,133,179246,5600,F,1
S0665,84,160876,5026,F,1
S0665,162,159916,4996,F,1
S0665,172,204942,6403,F,1
S0665,3,156746,4896,F,1
S0665,105,195654,6112,F,1
S0665,302,114224,3568,F,1
S0665,182,100588,3142,F,1
S0665,207,97708,3052,F,1
S0665,120,112332,3509,F,1
S0665,198,111052,3469,F,1
S0665,175,96462,3013,F,1
S0665,137,117388,3667,F,1
S0665,125,165606,5173,F,1
S0665,82,188778,5897,F,1
S0665,124,166824,5211,F,1
S0665,185,147532,4609,F,1
S0665,247,146254,4569,F,1
S0665,168,120876,3776,F,1
S0665,23,91372,2854,F,1
S0665,261,217642,6799,F,1
S0665,6,192912,6027,F,1
S0665,32,181162,5659,F,1
S0665,315,162762,5084,F,1
S0665,155,174732,5459,F,1
S0665,349,178154,5565,F,1
S0665,200,144044,4500,F,1
S0665,341,99342,3103,F,1
S0665,100,145644,4550,F,1
S0665,241,119308,3727,F,1
S0665,281,141162,4409,F,1
S0665,348,160880,5026,F,1
S0665,49,202380,6323,F,1
S0665,231,104076,3251,F,1
S0665,90,115180,3598,F,1
S0665,60,88846,2775,F,1
S0665,322,140236,4381,F,1
S0665,209,175146,5471,F,1
S0665,160,123760,3866,F,1
S0665,199,125966,3935,F,1
S0665,203,104044,3250,F,1
S0665,118,179240,5599,F,1
S0665,67,142450,4450,F,1
S0665,89,175116,5471,F,1
S0665,111,124302,3883,F,1
S0665,62,104044,3250,F,1
S0665,264,122478,3826,F,1
S0665,234,121834,3805,F,1
S0665,215,116142,3628,F,1
S0665,292,110130,3440,F,1
S0665,216,221036,6906,F,1
S0665,317,143404,4480,F,1
S0665,145,205614,6424,F,1
S0665,333,119948,3747,F,1
S0665,214,143404,4480,F,1
S0665,167,148814,4649,F,1
S0665,301,113934,3559,F,1
S0665,173,108200,3379,F,1
S0665,40,123114,3845,F,1
S0665,69,151982,4748,F,1
S0665,308,132178,4129,F,1
S0665,303,118450,3700,F,1
S0665,236,195434,6105,F,1
S0665,221,137356,4291,F,1
S0665,93,191310,5977,F,1
S0665,232,107560,3359,F,1
S0665,101,211114,6595,F,1
S0665,31,100908,3152,F,1
S0665,201,124396,3886,F,1
S0665,166,125646,3925,F,1
S0665,343,145322,4539,F,1
S0665,250,177354,5540,F,1
S0665,47,148494,4639,F,1
S0665,187,172262,5381,F,1
S0665,295,135182,4223,F,1
S0665,129,100912,3152,F,1
S0665,225,197388,6167,F,1
S0665,17,126668,3957,F,1
S0665,253,119310,3727,F,1
S0665,45,116778,3647,F,1
S0665,74,154834,4837,F,1
S0665,211,185580,5798,F,1
S0665,72,188466,5888,F,1
S0665,316,102830,3212,F,1
S0665,320,215756,6741,F,1
S0665,63,196364,6135,F,1
S0665,154,110732,3459,F,1
S0665,293,195436,6106,F,1
S0665,146,163408,5105,F,1
S0665,114,166250,5193,F,1
S0665,259,129770,4053,F,1
S0665,283,112262,3506,F,1
S0665,65,138990,4342,F,1
S0665,258,99560,3109,F,1
S0665,59,95532,2984,F,1
S0665,235,122544,3828,F,1
S0665,25,161486,5045,F,1
S0665,186,145326,4540,F,1
S0665,135,203052,6344,F,1
S0665,263,142796,4461,F,1
S0665,81,125000,3904,F,1
S0665,233,155786,4866,F,1
S0665,128,104684,3270,F,1
S0665,52,119950,3747,F,1
S0665,158,110536,3452,F,1
S0665,272,128200,4004,F,1
S0665,329,210028,6562,F,1
S0665,132,106762,3334,F,1
S0665,268,138348,4322,F,1
S0665,161,95532,2984,F,1
S0665,80,244396,7636,F,1
S0665,12,101872,3182,F,1
S0665,174,189100,5908,F,1
S0665,127,129770,4053,F,1
S0665,269,136748,4272,F,1
S0665,305,168462,5263,F,1
S0665,213,104396,3261,F,1
S0665,134,133582,4173,F,1
S0665,210,132940,4153,F,1
S0665,222,136140,4253,F,1
S0665,4,191628,5987,F,1
S0665,139,97708,3052,F,1
S0665,279,185896,5807,F,1
S0665,112,191628,5987,F,1
S0665,180,157358,4916,F,1
S0665,294,116140,3628,F,1
S0665,71,102512,3202,F,1
S0665,176,138638,4331,F,1
S0665,314,133584,4173,F,1
S0665,298,113576,3547,F,1
S0665,55,134220,4193,F,1
S0665,340,189708,5927,F,1
S0665,356,151052,4719,F,1
S0665,46,162126,5065,F,1
S0665,307,204240,6381,F,1
S0665,143,115498,3607,F,1
S0665,291,139270,4350,F,1
S0665,242,164334,5134,F,1
S0665,66,136428,4262,F,1
S0665,98,135786,4241,F,1
S0665,76,118348,3697,F,1
S0665,21,155146,4846,F,1
S0665,131,140236,4381,F,1
S0665,61,140556,4391,F,1
S0665,147,167528,5233,F,1
S0665,75,108208,3380,F,1
S0665,206,164686,5145,F,1
S0665,312,150380,4698,F,1
S0665,38,105644,3300,F,1
S0665,310,93294,2914,F,1
S0665,311,173356,5416,F,1
S0665,271,194158,6066,F,1
S0665,224,168174,5254,F,1
S0665,245,159598,4986,F,1
S0665,296,177962,5559,F,1
S0665,275,158638,4956,F,1
S0665,194,195434,6105,F,1
S0665,142,200490,6263,F,1
S0665,88,139724,4365,F,1
S0665,58,252942,7903,F,1
S0665,251,166892,5214,F,1
S0665,22,141770,4428,F,1
S0665,262,149420,4668,F,1
S0665,152,181802,5679,F,1
S0665,237,121228,3787,F,1
S0665,318,105420,3293,F,1
S0665,228,111052,3469,F,1
S0665,29,157358,4916,F,1
S0665,238,183692,5739,F,1
S0665,70,151020,4718,F,1
S0665,121,112622,3518,F,1
S0665,306,148646,4643,F,1
S0665,280,136110,4252,F,1
S0665,270,236522,7389,F,1
S0665,230,118668,3707,F,1
S0665,54,145646,4550,F,1
S0665,276,148490,4638,F,1
S0665,195,97420,3043,F,1
S0665,328,146926,4590,F,1
S0665,136,93290,2913,F,1
S0665,104,200520,6264,F,1
S0665,159,206830,6462,F,1
S0665,41,129166,4035,F,1
S0665,282,189744,5928,F,1
S0665,10,189130,5908,F,1
S0665,91,100270,3132,F,1
S0665,321,118028,3687,F,1
S0665,252,157904,4933,F,1
S0665,246,120904,3776,F,1
S0665,78,110762,3459,F,1
S0665,92,116426,3636,F,1
S0665,347,215092,6720,F,1
S0665,171,102154,3190,F,1
S0665,355,121864,3806,F,1
S0665,140,126928,3965,F,1
S0665,266,142474,4450,F,1
S0665,338,111372,3479,F,1
S0665,189,121548,3797,F,1
S0665,85,117708,3677,F,1
S0665,50,132934,4152,F,1
S0665,177,157998,4936,F,1
S0665,181,127888,3995,F,1
S0665,344,127568,3985,F,1
S0665,149,101552,3172,F,1
S0665,351,102310,3195,F,1
S0665,79,117102,3658,F,1
S0665,36,112302,3508,F,1
S0665,103,136748,4272,F,1
S0665,94,188466,5888,F,1
S0665,229,202536,6327,F,1
S0665,178,124044,3875,F,1
S0665,191,172588,5392,F,1
S0665,304,120236,3756,F,1
S0665,202,101552,3172,F,1
S0665,217,95854,2994,F,1
S0665,274,100302,3133,F,1
S0665,126,116426,3636,F,1
S0665,336,230638,7206,F,1
S0665,107,175436,5481,F,1
S0665,27,127532,3984,F,1
S0665,77,199242,6224,F,1
S0665,323,168880,5276,F,1
S0665,299,246154,7690,F,1
S0665,130,154826,4836,F,1
S0665,243,111372,3479,F,1
S0665,313,196014,6124,F,1
S0665,39,113646,3550,F,1
S0665,108,145610,4548,F,1
S0665,28,169740,5303,F,1
S0665,157,97740,3053,F,1
S0665,284,148458,4637,F,1
S0665,184,139372,4354,F,1
S0665,109,141484,4420,F,1
S0665,190,85490,2670,F,1
S0665,165,216944,6778,F,1
S0665,204,179888,5620,F,1
S0665,352,118442,3699,F,1
S0665,212,127242,3974,F,1
S0665,9,163372,5104,F,1
S0665,119,188778,5897,F,1
S0665,337,217966,6810,F,1
S0665,2,169420,5293,F,1
S0665,56,133544,4171,F,1
S0665,327,136748,4272,F,1
S0665,289,114540,3578,F,1
S0665,35,189388,5917,F,1
S0665,106,145638,4549,F,1
S0665,19,115506,3608,F,1
S0665,240,133900,4183,F,1
S0665,68,134856,4212,F,1
S0665,342,105324,3290,F,1
S0665,196,153450,4793,F,1
S0665,15,194990,6092,F,1
S0665,223,191912,5995,F,1
S0665,260,107884,3370,F,1
S0665,5,193966,6060,F,1
S0665,353,105962,3309,F,1
S0665,346,98888,3088,F,1
S0665,26,215912,6745,F,1
S0665,156,127020,3968,F,1
S0665,278,158318,4946,F,1
S0665,116,202418,6324,F,1
S0665,286,137708,4302,F,1
S0665,33,163082,5094,F,1
S0665,1,105996,3311,F,1
S0665,218,134220,4193,F,1
S0665,290,196684,6145,F,1
S0665,244,119310,3727,F,1
S0665,325,144330,4508,F,1
S0665,205,201450,6293,F,1
S0665,164,120236,3756,F,1
S0665,96,149130,4658,F,1
S0665,34,143404,4480,F,1
S0665,7,122794,3835,F,1
S0665,350,100584,3141,F,1
S0665,48,144684,4520,F,1
S0665,332,115176,3597,F,1
S0665,37,118802,3711,F,1
S0665,86,127692,3989,F,1
S0665,257,182442,5699,F,1
S0665,324,190184,5941,F,1
S0665,227,106318,3321,F,1
S0665,335,158638,4956,F,1
S0665,331,144364,4510,F,1
S0665,122,135246,4225,F,1
S0665,57,123436,3856,F,1
S0665,51,162762,5084,F,1
S0665,277,198602,6204,F,1
S0665,273,139310,4352,F,1
S0665,163,138638,4331,F,1
S0665,18,147848,4618,F,1
S0665,117,131982,4123,F,1
S0665,193,210770,6585,F,1
S0665,42,155786,4866,F,1
S0665,170,141516,4421,F,1
S0665,300,144684,4520,F,1
S0665,110,128488,4013,F,1
S0665,339,118028,3687,F,1
S0665,319,101228,3162,F,1
S0665,83,139594,4360,F,1
S0665,113,128748,4022,F,1
S0665,239,113900,3558,F,1
S0665,16,168462,5263,F,1
S0665,179,135150,4222,F,1
S0665,297,133582,4173,F,1
S0111,183,140492,4389,M,1
S0111,219,119630,3737,M,1
S0111,248,123372,3854,M,1
S0111,267,161130,5033,M,1
S0111,73,100458,3137,M,1
S0111,11,176204,5505,M,1
S0111,188,114380,3573,M,1
S0111,326,112332,3509,M,1
S0111,151,110634,3455,M,1
S0111,208,175114,5470,M,1
S0111,330,71176,2222,M,1
S0111,220,146598,4579,M,1
S0111,148,113006,3530,M,1
S0111,14,116140,3628,M,1
S0111,97,126536,3952,M,1
S0111,192,143692,4489,M,1
S0111,87,138476,4326,M,1
S0111,13,100170,3128,M,1
S0111,265,225896,7057,M,1
S0111,288,148044,4625,M,1
S0111,20,109322,3414,M,1
S0111,345,148650,4643,M,1
S0111,8,95502,2983,M,1
S0111,24,127150,3972,M,1
S0111,287,142348,4447,M,1
S0111,153,126892,3964,M,1
S0111,358,85966,2685,M,1
S0111,30,127084,3970,M,1
S0111,138,122798,3836,M,1
S0111,99,100748,3147,M,1
S0111,256,112940,3528,M,1
S0111,115,118060,3688,M,1
S0111,249,316364,9885,M,1
S0111,144,118896,3714,M,1
S0111,43,119338,3727,M,1
S0111,226,104236,3256,M,1
S0111,150,168654,5269,M,1
S0111,197,184622,5768,M,1
S0111,309,156172,4879,M,1
S0111,123,152812,4774,M,1
S0111,354,99310,3102,M,1
S0111,255,115564,3610,M,1
S0111,141,125958,3934,M,1
S0111,357,129486,4045,M,1
S0111,95,161966,5060,M,1
S0111,285,143176,4472,M,1
S0111,254,98316,3071,M,1
S0111,102,144302,4508,M,1
S0111,64,107310,3352,M,1
S0111,53,170412,5324,M,1
S0111,169,161134,5034,M,1
S0111,334,127150,3972,M,1
S0111,44,212654,6644,M,1
S0111,133,142060,4438,M,1
S0111,84,153258,4787,M,1
S0111,162,146602,4579,M,1
S0111,172,117580,3673,M,1
S0111,3,92334,2884,M,1
S0111,105,231302,7226,M,1
S0111,302,192622,6018,M,1
S0111,182,111180,3473,M,1
S0111,207,87982,2748,M,1
S0111,120,132684,4145,M,1
S0111,198,132400,4136,M,1
S0111,175,213606,6673,M,1
S0111,137,137834,4305,M,1
S0111,125,108586,3391,M,1
S0111,82,125708,3927,M,1
S0111,124,200490,6263,M,1
S0111,185,168584,5266,M,1
S0111,247,98410,3073,M,1
S0111,168,166318,5196,M,1
S0111,23,93482,2919,M,1
S0111,261,128294,4007,M,1
S0111,6,155052,4844,M,1
S0111,32,212172,6629,M,1
S0111,315,173130,5408,M,1
S0111,155,163724,5115,M,1
S0111,349,144620,4518,M,1
S0111,200,131786,4116,M,1
S0111,359,182988,5717,M,1
S0111,341,121450,3793,M,1
S0111,100,87114,2720,M,1
S0111,241,101426,3168,M,1
S0111,281,187826,5868,M,1
S0111,348,120300,3758,M,1
S0111,49,256012,7999,M,1
S0111,231,116940,3653,M,1
S0111,90,62732,1959,M,1
S0111,60,154514,4827,M,1
S0111,322,97258,3037,M,1
S0111,209,127404,3980,M,1
S0111,160,102254,3194,M,1
S0111,199,96400,3011,M,1
S0111,203,78832,2462,M,1
S0111,118,99724,3115,M,1
S0111,67,208396,6511,M,1
S0111,89,136748,4272,M,1
S0111,111,108588,3392,M,1
S0111,62,120494,3764,M,1
S0111,264,148334,4634,M,1
S0111,234,142250,4443,M,1
S0111,215,116426,3636,M,1
S0111,292,96108,3002,M,1
S0111,216,220262,6881,M,1
S0111,317,116684,3645,M,1
S0111,145,185004,5780,M,1
S0111,333,122318,3821,M,1
S0111,214,192044,6000,M,1
S0111,167,87404,2730,M,1
S0111,301,147154,4597,M,1
S0111,173,79084,2470,M,1
S0111,40,118732,3709,M,1
S0111,69,112396,3511,M,1
S0111,308,218568,6828,M,1
S0111,303,203342,6353,M,1
S0111,236,151372,4729,M,1
S0111,221,183182,5723,M,1
S0111,93,173326,5415,M,1
S0111,232,153260,4788,M,1
S0111,101,205486,6420,M,1
S0111,31,126576,3954,M,1
S0111,201,225926,7058,M,1
S0111,166,85930,2683,M,1
S0111,343,162566,5078,M,1
S0111,250,138130,4315,M,1
S0111,47,154216,4817,M,1
S0111,187,148044,4625,M,1
S0111,295,101614,3174,M,1
S0111,129,129196,4035,M,1
S0111,225,177070,5532,M,1
S0111,17,123184,3848,M,1
S0111,253,168622,5268,M,1
S0111,45,114990,3592,M,1
S0111,74,162958,5091,M,1
S0111,211,126286,3945,M,1
S0111,72,89420,2793,M,1
S0111,316,157292,4914,M,1
S0111,320,129348,4040,M,1
S0111,63,124240,3881,M,1
S0111,154,80810,2523,M,1
S0111,293,95176,2972,M,1
S0111,146,133864,4181,M,1
S0111,114,136428,4262,M,1
S0111,259,98990,3092,M,1
S0111,283,84492,2639,M,1
S0111,65,80716,2521,M,1
S0111,258,181740,5678,M,1
S0111,59,122830,3837,M,1
S0111,235,130638,4081,M,1
S0111,25,177646,5550,M,1
S0111,186,118442,3699,M,1
S0111,135,131790,4117,M,1
S0111,263,97996,3061,M,1
S0111,81,204044,6375,M,1
S0111,233,148654,4644,M,1
S0111,128,92044,2875,M,1
S0111,52,124560,3891,M,1
S0111,158,90412,2824,M,1
S0111,272,116426,3636,M,1
S0111,329,81004,2530,M,1
S0111,132,92332,2884,M,1
S0111,268,140074,4375,M,1
S0111,161,110700,3458,M,1
S0111,80,98446,3075,M,1
S0111,12,188654,5894,M,1
S0111,174,89552,2797,M,1
S0111,127,237484,7420,M,1
S0111,269,165194,5160,M,1
S0111,305,237162,7409,M,1
S0111,213,71216,2224,M,1
S0111,134,89130,2783,M,1
S0111,210,194028,6062,M,1
S0111,222,232498,7264,M,1
S0111,4,96044,3000,M,1
S0111,139,108170,3378,M,1
S0111,279,101036,3156,M,1
S0111,112,188396,5886,M,1
S0111,180,109576,3422,M,1
S0111,294,131498,4107,M,1
S0111,71,184428,5762,M,1
S0111,176,204364,6385,M,1
S0111,314,116106,3626,M,1
S0111,298,99310,3102,M,1
S0111,55,92332,2884,M,1
S0111,340,209294,6539,M,1
S0111,356,84748,2647,M,1
S0111,46,110602,3454,M,1
S0111,307,127372,3979,M,1
S0111,143,177356,5541,M,1
S0111,291,149802,4679,M,1
S0111,242,160396,5011,M,1
S0111,66,114670,3582,M,1
S0111,98,95504,2983,M,1
S0111,76,226412,7074,M,1
S0111,21,134412,4199,M,1
S0111,131,107412,3355,M,1
S0111,61,127436,3981,M,1
S0111,147,118732,3709,M,1
S0111,75,84458,2637,M,1
S0111,360,84168,2628,M,1
S0111,206,175340,5478,M,1
S0111,312,94060,2938,M,1
S0111,38,178512,5577,M,1
S0111,310,163724,5115,M,1
S0111,311,130350,4072,M,1
S0111,271,123372,3854,M,1
S0111,224,86450,2700,M,1
S0111,245,89748,2803,M,1
S0111,296,121930,3808,M,1
S0111,275,173290,5413,M,1
S0111,194,223786,6991,M,1
S0111,142,178802,5586,M,1
S0111,88,239754,7490,M,1
S0111,58,133902,4183,M,1
S0111,251,187818,5867,M,1
S0111,22,120334,3759,M,1
S0111,262,196778,6147,M,1
S0111,152,170318,5321,M,1
S0111,237,109738,3427,M,1
S0111,318,177356,5541,M,1
S0111,228,138762,4334,M,1
S0111,29,141678,4426,M,1
S0111,238,142340,4446,M,1
S0111,70,129356,4041,M,1
S0111,121,134184,4191,M,1
S0111,306,181708,5677,M,1
S0111,280,142348,4447,M,1
S0111,270,113518,3546,M,1
S0111,230,129450,4043,M,1
S0111,54,175052,5469,M,1
S0111,276,124844,3900,M,1
S0111,195,104240,3256,M,1
S0111,328,208974,6529,M,1
S0111,136,108012,3374,M,1
S0111,104,105966,3310,M,1
S0111,159,89996,2811,M,1
S0111,41,144270,4507,M,1
S0111,282,184044,5750,M,1
S0111,10,189552,5922,M,1
S0111,91,142060,4438,M,1
S0111,321,158474,4950,M,1
S0111,252,98410,3073,M,1
S0111,246,134700,4208,M,1
S0111,78,130638,4081,M,1
S0111,92,132106,4126,M,1
S0111,347,210700,6583,M,1
S0111,171,95816,2992,M,1
S0111,355,166318,5196,M,1
S0111,140,132364,4135,M,1
S0111,266,133262,4163,M,1
S0111,338,123982,3873,M,1
S0111,189,85356,2666,M,1
S0111,85,208684,6520,M,1
S0111,50,89708,2802,M,1
S0111,177,165164,5160,M,1
S0111,181,110990,3467,M,1
S0111,344,114380,3573,M,1
S0111,149,117580,3673,M,1
S0111,351,130350,4072,M,1
S0111,79,203630,6362,M,1
S0111,36,138410,4323,M,1
S0111,103,98864,3088,M,1
S0111,94,207528,6483,M,1
S0111,229,130926,4090,M,1
S0111,178,136428,4262,M,1
S0111,191,116106,3626,M,1
S0111,304,187818,5867,M,1
S0111,202,123692,3864,M,1
S0111,217,121646,3800,M,1
S0111,274,97740,3053,M,1
S0111,126,126256,3944,M,1
S0111,336,157036,4906,M,1
S0111,107,112364,3510,M,1
S0111,27,150536,4702,M,1
S0111,77,199150,6222,M,1
S0111,323,103150,3222,M,1
S0111,299,103114,3220,M,1
S0111,130,125130,3908,M,1
S0111,243,94638,2956,M,1
S0111,361,148334,4634,M,1
S0111,313,150246,4693,M,1
S0111,39,167212,5224,M,1
S0111,108,89130,2783,M,1
S0111,28,180262,5631,M,1
S0111,157,95532,2984,M,1
S0111,284,94060,2938,M,1
S0111,184,103630,3237,M,1
S0111,109,131912,4120,M,1
S0111,190,191756,5991,M,1
S0111,165,157610,4923,M,1
S0111,204,123950,3872,M,1
S0111,352,182442,5699,M,1
S0111,212,148262,4631,M,1
S0111,9,145192,4535,M,1
S0111,119,152780,4773,M,1
S0111,337,103404,3230,M,1
S0111,2,120622,3768,M,1
S0111,56,121740,3803,M,1
S0111,327,123086,3845,M,1
S0111,289,149098,4657,M,1
S0111,35,72044,2250,M,1
S0111,106,150824,4711,M,1
S0111,19,100748,3147,M,1
S0111,240,109740,3428,M,1
S0111,68,195950,6122,M,1
S0111,342,123404,3855,M,1
S0111,196,186958,5841,M,1
S0111,15,119340,3728,M,1
S0111,223,130474,4075,M,1
S0111,260,132364,4135,M,1
S0111,5,100746,3146,M,1
S0111,353,115568,3610,M,1
S0111,346,184434,5762,M,1
S0111,26,231560,7234,M,1
S0111,156,88426,2761,M,1
S0111,278,113004,3530,M,1
S0111,116,182284,5695,M,1
S0111,286,162286,5070,M,1
S0111,33,149224,4661,M,1
S0111,1,123404,3855,M,1
S0111,218,98446,3075,M,1
S0111,290,107340,3353,M,1
S0111,244,213482,6669,M,1
S0111,325,145740,4553,M,1
S0111,205,132970,4153,M,1
S0111,164,92618,2892,M,1
